Price,Type,Parking Spaces,Land Size,Building Size,Architecture Style,Bedrooms,Bathrooms,Livingrooms,Basements,State
1000.0,Apartment,0.0,35669.02,39.3,Other,1.0,1.0,1.0,0.0,Texas
2500.0,House,0.0,566.56,119.1,New Traditional,3.0,2.0,1.0,0.0,Texas
2225.0,House,0.0,687.97,191.38,New Traditional,4.0,3.0,1.0,0.0,Texas
4500.0,House,0.0,890.31,374.77,New Traditional,4.0,4.0,1.0,0.0,Texas
4900.0,House,0.0,40468.6,289.11,New Traditional,4.0,4.0,1.0,0.0,Arizona
4200.0,House,0.0,833.65,141.96,New Traditional,2.0,2.0,1.0,0.0,Texas
1350.0,Townhouse,0.0,650.33,74.32,New Traditional,2.0,1.0,1.0,0.0,Texas
2200.0,House,0.0,671.78,178.75,New Traditional,3.0,2.0,1.0,0.0,Texas
1865.0,House,0.0,687.97,148.92,Other,4.0,2.0,1.0,0.0,Texas
2200.0,House,0.0,582.75,160.91,New Traditional,3.0,2.0,1.0,0.0,Texas
2250.0,Townhouse,0.0,668.44,163.51,Loft,3.0,3.0,1.0,0.0,Texas
1600.0,Townhouse,0.0,380.4,94.39,Other,3.0,2.0,1.0,0.0,Texas
2500.0,House,0.0,805.33,178.28,New Traditional,3.0,2.0,1.0,0.0,Texas
1650.0,House,0.0,675.83,116.41,Other,3.0,2.0,1.0,0.0,Tennessee
3395.0,House,0.0,509.9,209.31,Other,4.0,3.0,1.0,0.0,Texas
1295.0,House,0.0,1031.95,121.89,Other,2.0,2.0,1.0,0.0,Texas
1640.0,Apartment,0.0,343.98,132.39,New Traditional,2.0,2.0,1.0,0.0,Texas
2799.0,Townhouse,0.0,668.44,127.46,Other,2.0,3.0,1.0,0.0,Texas
2100.0,House,0.0,692.01,137.78,Other,3.0,2.0,1.0,0.0,Texas
1500.0,Townhouse,0.0,602.98,98.01,Other,2.0,2.0,1.0,0.0,Texas
1700.0,Apartment,0.0,54814.72,58.16,Other,1.0,1.0,1.0,0.0,Texas
2800.0,Townhouse,0.0,246.86,178.84,Other,3.0,3.0,1.0,0.0,Texas
1350.0,House,0.0,696.06,90.39,Other,3.0,2.0,1.0,0.0,Texas
2600.0,House,0.0,732.48,221.3,New Traditional,4.0,3.0,1.0,0.0,Texas
2200.0,House,0.0,2023.43,131.92,New Traditional,3.0,2.0,1.0,0.0,Texas
3250.0,Townhouse,0.0,190.2,207.17,Contemporary,3.0,3.0,1.0,0.0,Texas
2399.0,Townhouse,0.0,291.37,165.0,Other,4.0,3.0,1.0,0.0,Texas
2100.0,House,0.0,643.45,156.63,Other,3.0,2.0,1.0,0.0,Texas
1650.0,Townhouse,0.0,1833.23,122.07,Other,2.0,2.0,1.0,0.0,Texas
1595.0,House,0.0,558.47,130.62,New Traditional,3.0,2.0,1.0,0.0,Texas
3099.0,House,0.0,1420.45,191.94,Other,3.0,3.0,1.0,0.0,Texas
1800.0,House,0.0,501.81,130.44,Other,3.0,2.0,1.0,0.0,Tennessee
5000.0,House,0.0,938.87,393.82,Craftsman,4.0,4.0,1.0,0.0,Texas
2500.0,Other,0.0,5179.98,133.04,Other,3.0,2.0,1.0,0.0,Texas
2850.0,House,0.0,667.73,232.26,Other,5.0,3.0,1.0,0.0,Kansas
2295.0,House,0.0,464.58,148.64,New Traditional,4.0,2.0,1.0,0.0,Texas
1750.0,Apartment,0.0,7385.52,90.21,Other,2.0,2.0,1.0,0.0,Texas
2850.0,House,0.0,696.06,224.73,New Traditional,4.0,2.0,1.0,0.0,Texas
1795.0,House,0.0,1177.64,147.16,New Traditional,3.0,2.0,1.0,0.0,Kansas
2600.0,House,0.0,2326.94,245.08,Other,4.0,3.0,1.0,0.0,North Carolina
2095.0,House,0.0,704.15,121.05,Ranch,3.0,2.0,1.0,0.0,Texas
1990.0,House,0.0,724.39,134.52,Other,3.0,2.0,1.0,0.0,Texas
1700.0,Townhouse,0.0,946.16,102.19,Other,2.0,3.0,1.0,0.0,Texas
2200.0,House,0.0,509.9,173.91,New Traditional,4.0,2.0,1.0,0.0,Texas
1595.0,House,0.0,1602.56,132.48,New Traditional,2.0,1.0,1.0,0.0,Arizona
1275.0,Apartment,0.0,668.44,102.19,Other,2.0,1.0,1.0,0.0,Texas
2600.0,House,0.0,890.31,193.24,New Traditional,4.0,2.0,1.0,0.0,South Carolina
5495.0,House,0.0,1995.1,390.01,Other,4.0,4.0,1.0,0.0,Texas
6500.0,Apartment,0.0,3006.82,176.52,Contemporary,3.0,3.0,1.0,0.0,Texas
2199.0,House,0.0,586.79,154.59,Other,4.0,2.0,1.0,0.0,Texas
1790.0,House,0.0,2023.43,119.38,Other,3.0,2.0,1.0,0.0,Texas
2350.0,Townhouse,0.0,505.86,137.68,New Traditional,3.0,3.0,1.0,0.0,Texas
1350.0,Apartment,0.0,81.75,60.48,Other,1.0,1.0,1.0,0.0,Texas
2900.0,House,0.0,267.09,223.06,Other,3.0,3.0,1.0,0.0,Texas
1725.0,House,0.0,752.72,115.2,New Traditional,3.0,2.0,1.0,0.0,Texas
600.0,Other,0.0,942.92,133.04,Other,3.0,2.0,1.0,0.0,Texas
2195.0,House,0.0,404.69,185.9,New Traditional,4.0,2.0,1.0,0.0,South Carolina
2750.0,House,0.0,534.19,285.96,Other,4.0,3.0,1.0,0.0,Texas
995.0,House,0.0,1299.04,66.89,Other,2.0,1.0,1.0,0.0,Texas
4100.0,Apartment,0.0,8122.05,168.15,New Traditional,2.0,3.0,1.0,0.0,Texas
3995.0,House,0.0,785.09,363.9,New Traditional,5.0,3.0,1.0,0.0,Texas
2450.0,Townhouse,0.0,376.36,133.22,New Traditional,2.0,2.0,1.0,0.0,Texas
1850.0,House,0.0,700.11,102.56,Other,3.0,2.0,1.0,0.0,Texas
3500.0,Other,0.0,1991.06,133.04,Other,3.0,2.0,1.0,0.0,Texas
2400.0,House,0.0,651.54,171.68,New Traditional,3.0,2.0,1.0,0.0,Texas
2400.0,House,0.0,667.73,233.28,Other,4.0,3.0,1.0,0.0,Texas
1845.0,House,0.0,562.51,158.49,Other,3.0,2.0,1.0,0.0,Texas
1495.0,House,0.0,708.2,122.45,Other,3.0,2.0,1.0,0.0,Texas
1400.0,House,0.0,696.06,132.29,Other,3.0,2.0,1.0,0.0,Texas
1795.0,House,0.0,505.86,129.32,New Traditional,3.0,2.0,1.0,0.0,Texas
2950.0,Apartment,0.0,736.53,181.44,New Traditional,2.0,3.0,1.0,0.0,Texas
2425.0,House,0.0,1011.72,211.54,Other,4.0,2.0,1.0,0.0,Texas
1895.0,House,0.0,1392.12,112.41,Other,2.0,1.0,1.0,0.0,Texas
2500.0,House,0.0,538.23,180.88,New Traditional,3.0,2.0,1.0,0.0,Texas
9750.0,House,0.0,906.5,246.01,New Traditional,5.0,3.0,1.0,0.0,Texas
1850.0,House,0.0,797.23,133.41,Other,4.0,2.0,1.0,0.0,Texas
1950.0,House,0.0,566.56,154.5,Other,4.0,2.0,1.0,0.0,Texas
2295.0,Apartment,0.0,3921.41,83.61,Other,2.0,1.0,1.0,0.0,Texas
1050.0,House,0.0,712.25,39.48,Other,1.0,1.0,1.0,0.0,Texas
2000.0,House,0.0,485.62,177.63,Other,3.0,2.0,1.0,0.0,Texas
2400.0,House,0.0,538.23,199.37,New Traditional,3.0,2.0,1.0,0.0,Texas
2200.0,House,0.0,668.44,167.23,Other,3.0,2.0,1.0,0.0,Texas
1950.0,House,0.0,599.74,86.31,Other,2.0,1.0,1.0,0.0,Texas
1500.0,Other,0.0,2460.49,133.04,Other,3.0,2.0,1.0,0.0,Tennessee
2400.0,House,0.0,700.51,149.2,Other,3.0,2.0,1.0,0.0,Texas
3700.0,Townhouse,0.0,218.53,213.68,Other,3.0,2.0,1.0,0.0,Texas
2050.0,Townhouse,0.0,141.64,108.42,New Traditional,2.0,2.0,1.0,0.0,Texas
1925.0,House,0.0,724.39,118.82,New Traditional,3.0,2.0,1.0,0.0,Texas
1400.0,House,0.0,465.39,86.12,Other,2.0,1.0,1.0,0.0,Texas
1950.0,House,0.0,1153.36,208.38,Other,3.0,3.0,1.0,0.0,Texas
2200.0,Other,0.0,2023.43,133.04,Other,3.0,2.0,1.0,0.0,Texas
3300.0,Townhouse,0.0,420.87,158.31,Other,3.0,2.0,1.0,0.0,Texas
2150.0,House,0.0,133.95,117.62,Other,3.0,2.0,1.0,0.0,Texas
2200.0,House,0.0,530.14,171.31,New Traditional,3.0,2.0,1.0,0.0,Texas
3299.0,House,0.0,809.37,298.78,Other,4.0,4.0,1.0,0.0,Texas
2600.0,House,0.0,1303.09,131.46,Contemporary,4.0,4.0,1.0,0.0,Texas
1595.0,House,0.0,408.73,115.57,Other,2.0,2.0,1.0,0.0,Texas
2095.0,House,0.0,526.09,195.1,New Traditional,4.0,2.0,1.0,0.0,Texas
3300.0,House,0.0,566.56,208.66,Contemporary,3.0,2.0,1.0,0.0,Texas
2100.0,House,0.0,744.62,127.93,New Traditional,3.0,2.0,1.0,0.0,Texas
1850.0,House,0.0,103.6,103.49,Other,3.0,1.0,1.0,0.0,Texas
1600.0,Townhouse,0.0,465.39,74.32,Craftsman,2.0,1.0,1.0,0.0,Texas
1695.0,Townhouse,0.0,404.69,138.98,Other,3.0,3.0,1.0,0.0,Texas
2700.0,House,0.0,222.98,153.29,Other,3.0,3.0,1.0,0.0,Texas
2000.0,House,0.0,509.9,184.23,Other,3.0,2.0,1.0,0.0,Texas
2500.0,House,0.0,728.43,187.66,Other,3.0,3.0,1.0,0.0,Texas
3750.0,House,0.0,712.25,387.68,New Traditional,4.0,5.0,1.0,0.0,Texas
1185.0,Townhouse,0.0,1295.0,214.42,Other,2.0,1.0,1.0,0.0,Tennessee
2649.0,Townhouse,0.0,505.86,156.08,New Traditional,4.0,3.0,1.0,0.0,Texas
2150.0,House,0.0,566.56,152.36,Other,4.0,3.0,1.0,0.0,Kansas
2095.0,House,0.0,1938.45,150.13,New Traditional,2.0,2.0,1.0,0.0,Texas
2700.0,House,0.0,534.19,217.76,Other,4.0,3.0,1.0,0.0,Texas
2350.0,House,0.0,493.72,146.23,Other,3.0,2.0,1.0,0.0,Texas
2500.0,House,0.0,651.54,212.93,New Traditional,3.0,2.0,1.0,0.0,Texas
1795.0,House,0.0,404.69,89.28,Contemporary,2.0,1.0,1.0,0.0,Texas
2250.0,House,0.0,724.39,162.39,Other,3.0,2.0,1.0,0.0,Texas
2995.0,Townhouse,0.0,121.41,193.24,New Traditional,3.0,4.0,1.0,0.0,Texas
1950.0,House,0.0,663.69,190.64,Other,4.0,2.0,1.0,0.0,North Carolina
2500.0,House,0.0,1080.51,155.24,Other,3.0,2.0,1.0,0.0,Texas
1500.0,Other,0.0,6648.99,133.04,Other,3.0,2.0,1.0,0.0,South Carolina
2600.0,House,0.0,615.12,114.83,New Traditional,3.0,2.0,1.0,0.0,Texas
5000.0,Townhouse,0.0,135.97,228.54,New Traditional,3.0,4.0,1.0,0.0,Texas
1200.0,House,0.0,582.75,65.03,Other,2.0,1.0,1.0,0.0,Texas
2595.0,House,0.0,80.94,217.58,New Traditional,3.0,3.0,1.0,1.0,Texas
2100.0,House,0.0,4046.86,203.46,Other,3.0,3.0,1.0,0.0,Texas
1450.0,Townhouse,0.0,356.12,96.53,New Traditional,2.0,2.0,1.0,0.0,Texas
2600.0,Townhouse,0.0,190.2,198.91,New Traditional,4.0,3.0,1.0,0.0,Texas
2035.0,House,0.0,607.03,165.09,Other,3.0,3.0,1.0,0.0,Texas
2045.0,House,0.0,607.03,147.62,Other,4.0,2.0,1.0,0.0,Texas
2750.0,House,0.0,890.31,235.51,New Traditional,4.0,3.0,1.0,0.0,Texas
2490.0,House,0.0,485.62,236.07,Other,3.0,3.0,1.0,0.0,Texas
2175.0,House,0.0,728.43,157.56,Other,4.0,2.0,1.0,0.0,Texas
3400.0,Townhouse,0.0,303.51,193.24,Contemporary,3.0,3.0,1.0,0.0,Texas
1750.0,Apartment,0.0,12241.75,109.44,New Traditional,3.0,2.0,1.0,0.0,Texas
1950.0,House,0.0,502.62,138.33,Other,3.0,2.0,1.0,0.0,Texas
2100.0,House,0.0,550.37,158.49,New Traditional,4.0,2.0,1.0,0.0,Tennessee
2035.0,House,0.0,607.03,156.73,Other,4.0,3.0,1.0,0.0,Texas
2950.0,House,0.0,4180.41,227.33,New Traditional,4.0,3.0,1.0,0.0,Texas
750.0,Other,0.0,1537.81,133.04,Other,3.0,2.0,1.0,0.0,Texas
2350.0,House,0.0,562.51,195.75,New Traditional,4.0,3.0,1.0,0.0,Texas
1525.0,Townhouse,0.0,335.89,102.56,Colonial,2.0,2.0,1.0,0.0,Texas
1900.0,House,0.0,667.73,134.9,Other,3.0,2.0,1.0,1.0,Texas
1895.0,House,0.0,716.29,108.14,Other,3.0,2.0,1.0,0.0,Texas
1600.0,House,0.0,1165.5,183.58,Ranch,3.0,2.0,1.0,0.0,Texas
2000.0,Apartment,0.0,1052.18,85.84,New Traditional,2.0,2.0,1.0,0.0,Texas
2550.0,Townhouse,0.0,198.3,145.21,Contemporary,3.0,3.0,1.0,0.0,Texas
2195.0,House,0.0,139.62,139.45,Other,3.0,2.0,1.0,0.0,Texas
1525.0,House,0.0,967.2,114.46,Other,3.0,2.0,1.0,0.0,Texas
1275.0,House,0.0,696.87,116.5,Other,3.0,2.0,1.0,0.0,Texas
1895.0,House,0.0,728.43,172.8,Other,4.0,2.0,1.0,0.0,Texas
1595.0,Townhouse,0.0,708.2,115.57,New Traditional,3.0,3.0,1.0,0.0,Texas
2250.0,House,0.0,679.87,104.98,New Traditional,3.0,1.0,1.0,0.0,Texas
3500.0,Townhouse,0.0,696.06,260.13,Other,3.0,3.0,1.0,0.0,Texas
2050.0,House,0.0,109.27,100.71,New Traditional,2.0,2.0,1.0,0.0,Texas
3500.0,House,0.0,4042.81,250.93,New Traditional,4.0,2.0,1.0,0.0,Texas
2300.0,House,0.0,263.05,144.0,New Traditional,4.0,3.0,1.0,0.0,Texas
4200.0,House,0.0,687.97,366.32,New Traditional,5.0,4.0,1.0,0.0,Texas
4500.0,House,0.0,445.15,185.9,Contemporary,3.0,2.0,1.0,0.0,Texas
2200.0,House,0.0,659.64,154.5,Other,4.0,2.0,1.0,0.0,Texas
1500.0,Apartment,0.0,60.7,82.59,Other,1.0,2.0,1.0,0.0,Texas
7800.0,Other,0.0,3642.17,133.04,Other,3.0,2.0,1.0,0.0,Kansas
1795.0,Apartment,1.0,1048.41,74.6,New Traditional,1.0,1.0,1.0,0.0,California
2995.0,Townhouse,0.0,1861.56,169.73,Other,2.0,3.0,1.0,0.0,Texas
1095.0,Townhouse,0.0,744.62,102.47,Other,3.0,2.0,1.0,0.0,Texas
1995.0,House,0.0,558.47,132.76,Other,3.0,2.0,1.0,0.0,Texas
2100.0,House,0.0,639.4,157.47,Other,4.0,2.0,1.0,0.0,Texas
2600.0,House,0.0,558.47,176.52,New Traditional,4.0,2.0,1.0,0.0,Texas
2195.0,House,0.0,566.56,150.04,Other,3.0,2.0,1.0,0.0,Texas
2950.0,House,0.0,145.69,184.6,New Traditional,2.0,3.0,1.0,0.0,Texas
2250.0,House,0.0,1088.61,129.88,Other,3.0,2.0,1.0,0.0,Texas
1625.0,Townhouse,0.0,348.03,107.02,Other,3.0,2.0,1.0,0.0,Texas
1450.0,House,0.0,878.17,103.87,Other,3.0,2.0,1.0,0.0,Tennessee
1095.0,House,0.0,651.54,91.04,Other,3.0,1.0,1.0,0.0,Texas
3000.0,House,0.0,930.78,187.29,New Traditional,4.0,2.0,1.0,0.0,Texas
1495.0,House,0.0,558.47,118.36,Other,3.0,2.0,1.0,0.0,Texas
1440.0,House,0.0,1533.76,85.47,Other,1.0,1.0,1.0,0.0,Texas
2295.0,Townhouse,0.0,242.81,151.62,New Traditional,3.0,3.0,1.0,0.0,Texas
1450.0,Townhouse,0.0,668.44,114.27,New Traditional,3.0,2.0,1.0,0.0,Texas
1700.0,House,0.0,781.04,98.48,New Traditional,2.0,1.0,1.0,0.0,Texas
2300.0,House,0.0,639.4,187.39,Other,3.0,2.0,1.0,0.0,Texas
1825.0,House,0.0,513.95,117.62,Other,3.0,2.0,1.0,0.0,Texas
1100.0,House,0.0,627.26,59.46,New Traditional,1.0,1.0,1.0,0.0,Texas
2475.0,House,0.0,509.9,186.64,Contemporary,4.0,2.0,1.0,0.0,Texas
2767.0,Other,2.0,668.44,104.98,Other,2.0,2.0,1.0,0.0,South Dakota
2495.0,Apartment,0.0,3957.83,96.34,New Traditional,2.0,2.0,1.0,0.0,Texas
1050.0,Apartment,0.0,445.15,74.32,Other,1.0,1.0,1.0,0.0,South Carolina
2550.0,House,0.0,635.36,189.62,Other,3.0,2.0,1.0,0.0,Texas
1850.0,Apartment,0.0,668.44,92.9,Other,3.0,1.0,1.0,0.0,Florida
2100.0,House,0.0,849.84,167.88,New Traditional,3.0,2.0,1.0,0.0,Texas
1695.0,Apartment,2.0,668.44,196.58,Other,2.0,1.0,1.0,1.0,Florida
1.0,Other,0.0,2440.26,133.04,Other,3.0,2.0,1.0,0.0,Kansas
1299.0,Apartment,0.0,11015.55,70.05,New Traditional,1.0,1.0,1.0,0.0,Texas
1895.0,Apartment,0.0,13435.58,85.38,Other,1.0,2.0,1.0,0.0,Texas
3000.0,Apartment,0.0,54810.67,177.44,Other,2.0,3.0,1.0,0.0,Texas
2100.0,Other,2.0,71912.7,273.6,Other,3.0,3.0,1.0,1.0,Pennsylvania
1500.0,Apartment,0.0,668.44,46.45,Other,1.0,1.0,1.0,0.0,Vermont
1300.0,Townhouse,0.0,668.44,28.8,Other,1.0,1.0,1.0,0.0,New Hampshire
1800.0,Apartment,1.0,668.44,66.43,Other,1.0,1.0,1.0,0.0,Florida
5000.0,House,2.0,14164.01,326.28,Other,4.0,5.0,1.0,1.0,South Dakota
1800.0,Apartment,0.0,404.69,65.03,Other,1.0,1.0,1.0,1.0,Pennsylvania
3950.0,House,2.0,668.44,167.23,Other,3.0,2.0,1.0,0.0,South Dakota
1650.0,Townhouse,0.0,1011.72,72.0,Other,2.0,1.0,1.0,0.0,New Hampshire
2285.0,Apartment,0.0,15863.69,62.52,Other,1.0,1.0,1.0,0.0,Florida
2700.0,Apartment,1.0,668.44,92.9,Other,2.0,1.0,1.0,0.0,New Hampshire
3290.0,Apartment,2.0,668.44,141.21,Other,2.0,2.0,1.0,0.0,Florida
3405.0,Apartment,1.0,668.44,158.49,Other,3.0,3.0,1.0,0.0,New Hampshire
2150.0,Apartment,0.0,668.44,98.85,Other,2.0,2.0,1.0,0.0,Florida
55000.0,Other,0.0,668.44,518.03,Other,3.0,2.0,1.0,0.0,Pennsylvania
45000.0,Other,0.0,242.81,133.04,Other,3.0,2.0,1.0,0.0,Iowa
401500.0,Other,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,Oregon
5000.0,Apartment,2.0,1396.43,153.38,Other,1.0,2.0,1.0,0.0,California
4300.0,Apartment,2.0,3027.25,184.88,Other,3.0,3.0,1.0,0.0,California
2550.0,Apartment,2.0,4156.95,56.67,Other,1.0,1.0,1.0,0.0,California
1450.0,Apartment,0.0,588.35,37.16,Other,1.0,1.0,1.0,0.0,California
4180.0,House,2.0,281.77,228.54,Other,4.0,3.0,1.0,0.0,Pennsylvania
5700.0,House,3.0,613.16,292.74,Contemporary,4.0,3.0,1.0,0.0,California
6250.0,House,3.0,557.42,268.03,Other,4.0,3.0,1.0,0.0,California
8400.0,House,2.0,297.29,292.18,Contemporary,3.0,4.0,1.0,0.0,California
3300.0,House,2.0,364.18,158.03,Contemporary,3.0,3.0,1.0,0.0,California
2400.0,House,0.0,557.42,92.9,Other,2.0,1.0,1.0,0.0,California
3400.0,Townhouse,2.0,668.44,127.46,Other,3.0,2.0,1.0,0.0,California
4495.0,House,2.0,921.41,152.55,Other,3.0,3.0,1.0,0.0,California
1600.0,House,0.0,1045.16,97.36,Other,3.0,2.0,1.0,0.0,California
3800.0,House,1.0,3632.97,67.63,Other,1.0,1.0,1.0,0.0,California
7500.0,House,2.0,344.58,235.14,Mediterranean,4.0,3.0,1.0,0.0,California
3195.0,House,2.0,809.37,173.73,Other,3.0,3.0,1.0,0.0,California
4200.0,Apartment,2.0,604.06,111.48,Other,3.0,3.0,1.0,0.0,California
2500.0,Apartment,0.0,752.7,92.9,Other,2.0,2.0,1.0,0.0,California
3600.0,Apartment,2.0,668.44,150.69,Other,3.0,4.0,1.0,0.0,California
7495.0,House,2.0,125.23,129.32,Modern,3.0,3.0,1.0,0.0,Pennsylvania
5000.0,House,2.0,447.42,150.04,Other,3.0,2.0,1.0,0.0,California
3600.0,Apartment,2.0,283.26,155.33,Contemporary,3.0,3.0,1.0,0.0,California
3000.0,Apartment,2.0,28501.82,70.33,Other,2.0,1.0,1.0,0.0,California
7500.0,House,2.0,1370.97,315.41,New Traditional,5.0,3.0,1.0,0.0,California
5500.0,Apartment,2.0,668.44,204.02,Other,4.0,3.0,1.0,0.0,California
4200.0,House,0.0,706.16,138.24,Other,2.0,2.0,1.0,0.0,California
2950.0,House,1.0,222.97,116.13,Other,2.0,2.0,1.0,0.0,California
2750.0,Apartment,1.0,437.57,102.19,Other,2.0,2.0,1.0,0.0,California
13000.0,House,2.0,645.4,280.29,Craftsman,4.0,5.0,1.0,2.0,Pennsylvania
2650.0,Apartment,2.0,40827.63,86.96,Other,2.0,2.0,1.0,0.0,Pennsylvania
4300.0,House,4.0,511.15,99.22,Other,3.0,1.0,1.0,0.0,California
3650.0,House,2.0,666.67,120.22,Other,4.0,2.0,1.0,0.0,California
3200.0,Apartment,2.0,20039.56,136.57,Other,3.0,3.0,1.0,0.0,California
3000.0,Other,0.0,668.44,124.77,Other,3.0,2.0,1.0,0.0,California
8200.0,House,3.0,741.74,293.2,Other,4.0,4.0,1.0,0.0,California
2500.0,Apartment,1.0,13703.48,55.46,New Traditional,2.0,1.0,1.0,0.0,California
2095.0,Apartment,1.0,60735220.0,55.74,Modern,1.0,1.0,1.0,0.0,California
3750.0,Apartment,2.0,130.06,113.62,Other,2.0,3.0,1.0,0.0,California
2500.0,Apartment,1.0,668.44,98.76,Other,2.0,2.0,1.0,0.0,California
3250.0,Apartment,2.0,668.44,111.2,New Traditional,2.0,2.0,1.0,0.0,California
2900.0,Townhouse,3.0,725.76,113.81,Other,2.0,1.0,1.0,0.0,Pennsylvania
5795.0,House,3.0,254.0,254.0,Other,4.0,3.0,1.0,0.0,California
8200.0,House,5.0,1049.8,382.2,Ranch,4.0,5.0,1.0,0.0,California
8500.0,House,2.0,729.38,259.66,Other,4.0,3.0,1.0,0.0,California
13900.0,House,2.0,312.15,192.12,Other,4.0,3.0,1.0,0.0,California
3950.0,Apartment,2.0,243.22,135.45,Mediterranean,2.0,3.0,1.0,0.0,Pennsylvania
4750.0,Apartment,1.0,697.61,92.9,Other,3.0,2.0,1.0,0.0,California
2150.0,Apartment,0.0,575.07,41.81,Other,3.0,1.0,1.0,0.0,California
1200.0,Apartment,1.0,674.94,21.37,Other,3.0,1.0,1.0,0.0,California
2750.0,Apartment,2.0,12631.28,75.25,Other,1.0,1.0,1.0,0.0,California
7500.0,House,3.0,748.8,301.93,Other,5.0,5.0,1.0,0.0,California
7000.0,House,2.0,465.35,256.51,Other,5.0,4.0,1.0,0.0,California
3280.0,House,2.0,232.26,159.14,Other,3.0,3.0,1.0,0.0,California
2500.0,Apartment,1.0,106.56,84.73,Other,2.0,2.0,1.0,0.0,California
4000.0,Apartment,2.0,668.44,106.0,Other,3.0,2.0,1.0,0.0,California
1100.0,Apartment,0.0,349.04,29.73,Other,3.0,1.0,1.0,0.0,California
5700.0,Townhouse,2.0,668.44,124.12,New Traditional,2.0,3.0,1.0,0.0,Pennsylvania
3300.0,House,2.0,652.55,172.8,Other,3.0,3.0,1.0,0.0,California
2900.0,Apartment,1.0,0.09,89.84,Other,2.0,2.0,1.0,0.0,California
3200.0,Townhouse,2.0,11735.51,119.01,Other,2.0,2.0,1.0,0.0,California
1600.0,Apartment,0.0,696.77,46.08,Spanish,3.0,1.0,1.0,0.0,California
2200.0,Townhouse,1.0,674.94,63.36,Other,2.0,1.0,1.0,0.0,Pennsylvania
2600.0,Apartment,1.0,1218.14,37.16,Other,1.0,1.0,1.0,0.0,California
3995.0,House,2.0,704.02,122.63,Other,3.0,2.0,1.0,0.0,California
4000.0,Townhouse,2.0,3527.71,161.37,Mediterranean,2.0,3.0,1.0,0.0,Pennsylvania
1899.0,Apartment,1.0,1116.23,51.84,Other,1.0,1.0,1.0,0.0,California
3500.0,House,0.0,570.89,111.48,Other,3.0,2.0,1.0,0.0,California
6300.0,House,2.0,791.63,230.77,Other,4.0,3.0,1.0,0.0,California
2400.0,House,4.0,486.81,86.4,Other,2.0,1.0,1.0,0.0,California
1800.0,Apartment,3.0,890.31,97.55,Other,3.0,2.0,1.0,0.0,California
3400.0,Apartment,2.0,3596.37,185.81,New Traditional,3.0,3.0,1.0,0.0,California
3495.0,House,12.0,849.88,115.57,Ranch,4.0,2.0,1.0,0.0,California
1400.0,Apartment,2.0,239.32,134.71,Other,3.0,2.0,1.0,0.0,California
2600.0,Townhouse,2.0,668.44,227.61,Other,3.0,3.0,1.0,0.0,Washington
5000.0,House,2.0,668.44,306.58,Other,4.0,2.0,1.0,0.0,South Dakota
1600.0,Other,4.0,668.44,120.4,Other,4.0,2.0,1.0,0.0,Washington
1200.0,House,0.0,668.44,65.03,Other,3.0,1.0,1.0,0.0,South Dakota
1150.0,Other,0.0,668.44,97.55,Other,1.0,1.0,1.0,0.0,South Dakota
1800.0,Other,0.0,668.44,65.03,Other,1.0,1.0,1.0,0.0,South Dakota
1900.0,House,0.0,668.44,133.04,Other,2.0,3.0,1.0,0.0,South Dakota
1850.0,House,2.0,668.44,111.48,Other,3.0,2.0,1.0,0.0,South Dakota
1395.0,Other,2.0,668.44,66.52,Other,2.0,1.0,1.0,0.0,Georgia
14.0,House,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,Washington
1900.0,House,0.0,668.44,133.04,Other,2.0,2.0,1.0,0.0,South Dakota
1400.0,Other,0.0,668.44,130.06,Other,2.0,1.0,1.0,0.0,South Dakota
2300.0,Other,1.0,668.44,92.9,Other,2.0,1.0,1.0,0.0,South Dakota
1750.0,Other,1.0,668.44,130.06,Other,2.0,1.0,1.0,0.0,South Dakota
2600.0,Other,1.0,668.44,133.04,Other,2.0,2.0,1.0,0.0,South Dakota
2850.0,Other,2.0,668.44,136.38,Other,3.0,3.0,1.0,0.0,Virginia
3000.0,House,1.0,668.44,139.35,Other,2.0,2.0,1.0,0.0,South Dakota
1900.0,Other,1.0,668.44,130.06,Other,3.0,2.0,1.0,0.0,South Dakota
4600.0,Other,2.0,668.44,133.04,Other,3.0,3.0,1.0,0.0,South Dakota
2900.0,Townhouse,1.0,668.44,133.04,Other,2.0,2.0,1.0,0.0,South Dakota
4000.0,Townhouse,2.0,668.44,158.77,Other,3.0,3.0,1.0,0.0,South Dakota
1300.0,Other,0.0,668.44,65.03,Other,2.0,1.0,1.0,0.0,South Dakota
1795.0,Other,2.0,668.44,106.84,Other,2.0,1.0,1.0,0.0,South Dakota
2276.0,Other,2.0,668.44,67.35,Other,1.0,1.0,1.0,0.0,South Dakota
1475.0,House,2.0,668.44,92.9,Other,3.0,1.0,1.0,0.0,South Dakota
2186.0,Other,1.0,668.44,57.41,High Rise,1.0,1.0,1.0,0.0,South Dakota
3900.0,Townhouse,1.0,668.44,133.04,Other,4.0,3.0,1.0,0.0,South Dakota
3000.0,Other,2.0,668.44,223.25,Other,4.0,3.0,1.0,0.0,Pennsylvania
2000.0,House,1.0,668.44,139.35,Other,3.0,2.0,1.0,0.0,South Dakota
850.0,Other,0.0,668.44,83.61,Other,2.0,1.0,1.0,0.0,Illinois
